prj_id,prj_title,prj_code,prj_year_approved,prj_type,prj_status_name,province,city_name,sector,prj_cost_setup,prj_cost_gia,prj_cost_rollout,prj_cost_benefactor,prj_cost_other,num_coop,more_coop
558,Development and Installation of a Solar Isotropic Generator of Acoustic Wave (SIGAW),19-001-03-00004-001-03-12-6,2017,GIA (Region-initiated Projects) Internally Funded,Completed,Batangas,Batangas City,Other Regional Industry Priorities,780000,0,0,100000,0,1,only one
559,Development and Installation of a Solar-Powered Fish Dryer,,2017,GIA (Region-initiated Projects) Internally Funded,On-going,Batangas,Batangas City,Food Processing,735200,0,0,157200,0,1,only one
560,"Enhancing and Sustaining Product Design, Development and Prototyping Capabilities of the Laguna State Polytechnic University in Assisting Technology-based Micro, Small and Medium Enterprises in the City of San Pablo and the Province of Laguna: Phase I",19-001-03-00004-001-03-11-1,2016,GIA (Region-initiated Projects) Internally Funded,Completed,Laguna,San Pablo,ICT,1839500,0,0,0,0,1,only one
561,"Enhancing and Sustaining Product Design, Development and Prototyping Capabilities of the Laguna State Polytechnic University in Assisting Technology-based Micro, Small and Medium Enterprises in the City of San Pablo and the Province of Laguna: Phase II",19-001-03-00004-001-03-11-1,2017,GIA (Region-initiated Projects) Internally Funded,Completed,Laguna,San Pablo,ICT,878000,0,0,0,0,1,only one
562,"Establishment and Operationalization of the CvSu Technology Ideation, Innovation, Incubation and Training Center: Phase I",,2016,GIA (Region-initiated Projects) Internally Funded,On-going,Cavite,Indang,ICT,730000,0,0,0,0,1,only one
563,"Establishment and Operationalization of the CvSu Technology Ideation, Innovation, Incubation, and Training Center: Phase II",,2017,GIA (Region-initiated Projects) Internally Funded,On-going,Cavite,Indang,ICT,1350000,0,0,0,0,1,only one
564,Establishment of Center for Hazard and Environmental Resource Mapping (CHERM),19-001-03-00004-001-03-12-7,2017,GIA (Region-initiated Projects) Internally Funded,Completed,Quezon,Lucena City,ICT,670000,0,0,1065000,4972000,1,only one
565,Aerobic Treatment of Anaerobically Pre-Digested Swine Wastewater Using Activated Sludge and Subsequent Polishing Using Biological Filters/ Trickling Filter,19-001-03-00004-001-03-7-1,2017,GIA (Region-initiated Projects) Internally Funded,Completed,Batangas,Mataasnakahoy,Agriculture / Marine / Aquaculture / Forestry / Livestock,1100600,0,0,0,0,1,only one
567,Upgrading of production and improvement of product quality of NMC Food Concept in Antipolo City Through Technology Intervention,17-4A-04-01-138,2017,SETUP,On-going,Rizal,Antipolo City,Food Processing,1800000,0,0,200000,0,1,only one
568,"Improvement of PRoduction Capacity of Delfa&#039;s Food Products, Inc.",18-4A-01-01-175,2018,SETUP,On-going,Cavite,Alfonso,Food Processing,2083200,0,0,739000,0,1,only one
569,Product Upgrading of Blessfood Enterprises in Antipolo City Through Technology Interventions,17-4A-04-01-139,2017,SETUP,On-going,Rizal,Antipolo City,Food Processing,445000,0,0,120000,0,1,only one
571,Enhancement of the production capability of RS Unitech Mfg. and Trading Corp.,17-4A-01-05-164,2017,SETUP,On-going,Cavite,Carmona,Metals & Engineering,3000000,0,0,2000000,0,1,only one
572,"Upgrading of the Pakaskas Products (Buri Sugar) of Isla Verde, Batangas City",17-GIA-Batangas-01-0193,2017,GIA (Community Based),On-going,Batangas,Batangas City,Food Processing,202523,0,0,65000,0,1,only one
573,Enhancemnet of the Cutting and Bending Capability of AIJUN Enterprises,,2015,TAPI-assisted,On-going,Cavite,Naic,Metals & Engineering,1930000,0,0,0,1930000,1,only one
574,Improvement of Packaging and Label Design and Enhancement of Food Safety and Quality of Cashew Products in Antipolo City,10-04-12-44,2010,GIA (Community Based),Completed,Rizal,Antipolo City,Food Processing,76500,0,0,0,0,1,only one
575,Product Standard Requirements for Fiberglass Rescue Boats,10-04-12-043,2010,GIA (Community Based),Completed,Rizal,San Mateo,Metals & Engineering,95000,0,0,30000,0,1,only one
576,Roll Out of Complementary Food Production to Priority Regions (Batch 2),,2015,Roll-out,On-going,Quezon,Mulanay,Food Processing,0,0,0,0,0,1,only one
577,Improvement of Packaging and Label Design and Enhancement of Food Safety and Quality of Milk Products,10-04-13-039,2010,GIA (Community Based),Completed,Rizal,Jala-jala,Food Processing,365500,0,0,47500,0,1,only one
578,"Charcoal Making and Briquetting Project in Daraitan, Tanay",12-04-07-68,2012,GIA (Community Based),Terminated,Rizal,Tanay,Agriculture / Marine / Aquaculture / Forestry / Livestock,77500,0,0,10000,0,1,only one
579,"Enhancement of Wine Production by Bugarin Pineapple Growers Association in Pililla, Rizal",12-04-07-80,2012,GIA (Community Based),Completed,Rizal,Pililla,Food Processing,150000,0,0,50000,0,1,only one
580,Enhancement of Production Capability of Buklod Tao in the Fabrication of Fiberglass Rescue Boats and Trailers/Haulers,12-04-13-67,2012,GIA (Community Based),Completed,Rizal,San Mateo,Metals & Engineering,161000,0,0,0,0,1,only one
581,"Establishment of Water Lily Livelihood Project Through Gender and Development on Cardona, Rizal",13-04-04-83,2012,GIA (Community Based),Completed,Rizal,Cardona,Agriculture / Marine / Aquaculture / Forestry / Livestock,200000,0,0,100000,0,1,only one
582,Setting-Up of One-Stop Shop Laboratory Services for Global Competitiveness,19-001-03-00004-001-05-14,2014,Roll-out,Terminated,Laguna,Los Baños,Agriculture / Marine / Aquaculture / Forestry / Livestock,10738047,0,0,0,0,1,only one
583,"Establishment of Embryo-Cultured Makapuno Island in Alabat, Quezon, and Perez in Quezon Province",19-001-03-00004-001-03-10-1,2017,GIA (Region-initiated Projects) Internally Funded,On-going,Quezon,Alabat,Agriculture / Marine / Aquaculture / Forestry / Livestock,29619675,0,0,0,0,3,more than one
584,Enhancing OneLab For Global Competitiveness,19-001-03-00004-001-05-44,2017,Roll-out,Completed,Laguna,Los Baños,Other Regional Industry Priorities,15141711,0,0,0,0,1,only one
585,Roll-out of 1000 RxBox Telehealth Devices in Selected Healthcare Facilities in the Philippines,19-001-03-00004-001-03-1-3-2,2016,Roll-out,On-going,Laguna,Los Baños,ICT,178431244,0,0,0,0,41,more than one
586,Provision of Off-Grid Solar System to Improve the Production Capacity of Sigasig at Sigasig Farmers Association,17-GIA-Laguna-01-0199,2017,GIA (Community Based),Completed,Laguna,San Pablo,Agriculture / Marine / Aquaculture / Forestry / Livestock,186880,0,0,20000,0,1,only one
587,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2012,GIA (Region-initiated Projects) Internally Funded,Completed,Batangas,Malvar,Food Processing,0,0,0,0,0,2,more than one
588,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2010,GIA (Region-initiated Projects) Internally Funded,Completed,Batangas,Tanauan City,Food Processing,0,0,0,0,0,2,more than one
589,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2012,GIA (Region-initiated Projects) Internally Funded,Completed,Cavite,Silang,Food Processing,0,0,0,0,0,2,more than one
590,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2014,GIA (Region-initiated Projects) Internally Funded,Completed,Cavite,Bacoor,Food Processing,0,0,0,0,0,2,more than one
591,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2011,GIA (Region-initiated Projects) Internally Funded,Completed,Laguna,Calamba,Food Processing,0,0,0,0,0,1,only one
592,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2011,GIA (Region-initiated Projects) Internally Funded,Completed,Laguna,Los Baños,Food Processing,0,0,0,0,0,2,more than one
593,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2014,GIA (Region-initiated Projects) Internally Funded,Completed,Laguna,Santa Rosa,Food Processing,0,0,0,0,0,2,more than one
594,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2012,GIA (Region-initiated Projects) Internally Funded,Completed,Quezon,Lucena City,Food Processing,0,0,0,0,0,2,more than one
595,Upgrading of Street Food Vending Practices in Selected Cities and Municipalities,,2015,GIA (Region-initiated Projects) Internally Funded,Completed,Quezon,Lucena City,Food Processing,0,0,0,0,0,2,more than one
598,Field Verification Testing on Carrageenan Plant Growth Promoter for Enhanced Growth and Induced Pest and Disease Resistance In Rice,19-001-03-00004-001-07-47,2017,GIA (Region-initiated Projects) Externally Funded,Completed,Rizal,Tanay,Agriculture / Marine / Aquaculture / Forestry / Livestock,640000,0,0,0,0,31,more than one
599,Technology Commercialization of Makapuno Products (Galactomannan and Powder) as Intermediate Raw Materials,19-001-03-00004-001-03-8-1,2017,GIA (Region-initiated Projects) Internally Funded,On-going,Laguna,Los Baños,Agriculture / Marine / Aquaculture / Forestry / Livestock,3835956,0,0,0,0,1,only one
600,"Operationalization of the Makapuno Research and  Development, Innovation and Resource Center (MRDRIC) Phase 1",19-001-03-00004-001-03-10-1,2021,GIA (Region-initiated Projects) Internally Funded,New,Cavite,Indang,Agriculture / Marine / Aquaculture / Forestry / Livestock,1826000,0,0,540000,0,1,only one
603,Upscaling of Vermicast Production thru the provision of Hammel Mill &amp; Vermi- Harvester,17 - GIA - Laguna - 01- 0198,2017,GIA (Community Based),On-going,Laguna,San Pablo,Agriculture / Marine / Aquaculture / Forestry / Livestock,557500,0,0,403075,0,1,only one
604,Mechanization of Mushroom Production &amp; Processing and Community - Based Vermicomposting,17 - GIA - Laguna - 01- 0197,2017,GIA (Community Based),On-going,Laguna,Siniloan,Agriculture / Marine / Aquaculture / Forestry / Livestock,1222000,0,0,1,0,1,only one
605,Upgrading of uPVC Windows and Doors Production of Infinity Dimension Builders Through S&amp;T Intervention,18-4A-04-05-178,2018,SETUP,On-going,Rizal,San Mateo,Other Regional Industry Priorities,722869,0,0,500000,0,1,only one
606,"Installation of CNC Plasmacam Cutting Machine for Fabrication of GMG Powder Coating Inc. in Angono, Rizal",18-4A-04-05-179,2018,SETUP,On-going,Rizal,Angono,Metals & Engineering,1546439,0,0,100000,0,1,only one
607,Technology Upgrade for Smart Welding and General Merchandise,18-4A-03-05-182,2018,SETUP,Withdrawn,Batangas,Mabini,Metals & Engineering,930000,0,0,100000,0,1,only one
608,Greenhouse System (Hydroponics),110,2005,TAPI-assisted,On-going,Quezon,Pagbilao,Agriculture / Marine / Aquaculture / Forestry / Livestock,0,0,0,0,0,1,only one
610,INVENTORY FINANCING FOR VCO PRODUCTION OF GREENLIFE COCO PRODUCTS,T2-2018-0508-48,2017,TAPI-assisted,Completed,Quezon,Tayabas City,Food Processing,1887000,0,0,173400,0,1,only one
611,&quot;Development of Data Analytics-Ready Info Unified System (DARIUS) for Agile Delivery of S&amp;T Services&quot;,RO-DARIUS,2018,GIA (Region-initiated Projects) Externally Funded,Completed,Laguna,Los Baños,ICT,10255542,0,0,11440413,0,1,only one
612,"Production Process Enhancement Through Science and Technology Interventions of Tropical Palm Herb Manufacturing in Rodriguez, Rizal",18-4A-04-01-181,2018,SETUP,On-going,Rizal,Rodriguez (Montalban),Food Processing,712000,0,0,200000,0,1,only one
613,CAPACITY UPGRADING OF DOUGHPRO MANUFACTURING &amp; TRADING CORP.,18-4A-01-01-184,2018,SETUP,On-going,Cavite,Silang,Food Processing,2085500,0,0,958858,0,1,only one
614,TECHNOLOGY UPGRADING AND CAPACITY IMPROVEMENT OF CLAMP OP,18-4A-01-05-176,2018,SETUP,On-going,Cavite,Carmona,Metals & Engineering,3000000,0,0,7589000,0,1,only one
615,"Upgrading of Production Capability of Anica&#039;s Home Bread Store Through Equipment Acquisition in Rodriguez, Rizal",18-4A-04-01-180,2018,SETUP,On-going,Rizal,Rodriguez (Montalban),Food Processing,780000,0,0,50000,0,1,only one
616,Upgrading of Management Information System From School Attendance Management System (SAMS) to School Information &amp; Management System (SIMS),18-4A-02-06-183,2018,SETUP,Terminated,Laguna,Santa Cruz,ICT,1665000,0,0,1298350,0,1,only one
617,AUGMENTING PRODUCTION PROCESS OF MAGIFRANCE BAKESHOP THROUGH MECHANIZATION,18-4A-01-01-177,2018,SETUP,On-going,Cavite,Tanza,Food Processing,1857000,0,0,20000,0,1,only one
618,Productivity Upgrading of Rags and Pillow Case for Pinagsamang Lakas ng Angel Ville Association,17-GIA-Laguna-01-0196,2018,GIA (Community Based),Completed,Laguna,Calauan,Gifts / Decors / Handicrafts,153440,0,0,63500,0,1,only one
619,Equipment Upgrading to Improve Production Capability of NALCA Systems Integration Inc.,18-4A-01-05-185,2018,SETUP,On-going,Cavite,Carmona,Metals & Engineering,3000000,0,0,999998,0,1,only one
620,Establishment of Dairy Processing Facility of Madra,18 - GIA - Laguna - 01- 0200,2018,GIA (Community Based),On-going,Laguna,Magdalena,Agriculture / Marine / Aquaculture / Forestry / Livestock,769000,0,0,1071000,0,1,only one
621,Esteblishment and Operationalization of The Cavite Digital Fabrication Laboratory (Cavite Fab Lab),19-001-03-00004-001-03-7-5-3,2016,GIA (Region-initiated Projects) Internally Funded,Completed,Cavite,Rosario,Other Regional Industry Priorities,1530000,0,0,0,0,1,only one
622,Prototyping Development of Air-Hydro Power Plant,2-2017-000085,2017,TAPI-assisted,On-going,Rizal,Binangonan,Other Regional Industry Priorities,83770,0,0,30859,0,1,only one
623,Improvement of Dishwashing Liquid Mixture Product through Provision of Appropriate Product Packaging and Support in Raw Materials Procurement,,2018,TAPI-assisted,On-going,Rizal,Antipolo City,Health & Wellness Products,98070,0,0,0,0,1,only one
624,UTILIZATION OF DOST DESIGNED FOOD PROCESSING EQUIPMENT FOR PRODUCT DEVELOPMENT OF HIGH VALUE AND INDUSTRIAL CROPS FROM CALABARZON,17 - GIA - Laguna - 01- 0195,2017,GIA (Community Based),On-going,Laguna,Los Baños,Agriculture / Marine / Aquaculture / Forestry / Livestock,200000,0,0,10000000,0,1,only one
625,Production and Commercialization of Rice - Mongo Curls and Instant Blend Baby Food,,2018,TAPI-assisted,On-going,Rizal,Rodriguez (Montalban),Agriculture / Marine / Aquaculture / Forestry / Livestock,2839000,0,0,2070000,0,1,only one
627,UPGRADING OF PRODUCTION FACILITY OF PECTO’S  BAKERY,18-4A-05-01-187,2018,SETUP,On-going,Quezon,Lucban,Food Processing,1755000,0,0,520000,0,1,only one
628,"Upgrading of Noodle Processing Facility of People Helping People (PHP) Noodle Haus in Brgy. Taliba, San Luis, Batangas",12-03-01-77,2012,GIA (Community Based),Completed,Batangas,San Luis,Food Processing,125000,0,0,0,0,1,only one
629,UPGRADING THE GRINDING PROCESS OF VANGIE UBE HALEYA,18-4A-02-01-188,2018,SETUP,On-going,Laguna,San Pablo,Food Processing,319200,0,0,550000,0,1,only one
630,"ENHANCEMENT OF THE PRODUCTION OF YEMA, PASTILLAS, AND TAMARIND CANDIES FOR PAULA&#039;S CANDIES STORE",18-4A-02-01-189,2018,SETUP,On-going,Laguna,Calamba,Food Processing,2760000,0,0,1800000,0,1,only one
631,PROVISION OF BIOGAS FACILITY AS A UNIQUE APPROACH TO ALTERNATIVE ENERGY SOURCE AND ORGANIC WASTE TREATMENT FOR GREGORIO PIGGERY FARM,18-4A-03-04-191,2018,SETUP,On-going,Batangas,Padre Garcia,Agriculture / Marine / Aquaculture / Forestry / Livestock,600000,0,0,550000,0,1,only one
632,ADOPTION OF DOST-FNRI TECHNOLOGY ON TUBIG TALINO (IODINE-RICH DRINKING WATER AND “WATER PLUS + I2”) FOR CBL BLUEWATERS WATER REFILLING STATION,18-4A-05-01-192,2018,SETUP,On-going,Quezon,Calauag,Food Processing,139500,0,0,118000,0,1,only one
633,Liquid Chemicals Mixing Process Enhancement for Taliba Soap Manufacturing,18-4A-03-06-186,2018,SETUP,On-going,Batangas,San Luis,Health & Wellness Products,150000,0,0,65000,0,1,only one
634,"PEANUT BUTTER GRINDING AND FILLING PROCESS IMPROVEMENT THROUGH EQUIPMENT UPGRADE OF SERVANT PEANUT BUTTER IN TANAUAN CITY, BATANGAS",18-4A-03-01-194,2018,SETUP,Terminated,Batangas,Tanauan City,Food Processing,1417000,0,0,900000,0,1,only one
635,Product Development of Arrowroot Cookies through Enhancement of Packaging,GPIN-11-05-12-57,2011,GIA (Community Based),Completed,Quezon,Mulanay,Food Processing,300000,0,0,0,0,1,only one
636,Upgrading of Production Capability of GNG Bakery through Acquisition of New Equipment,18-4A-04-05-179,2018,SETUP,On-going,Rizal,Antipolo City,Food Processing,603000,0,0,500000,0,1,only one
637,Upgrading of the Production Capability of Chef Caryn’s Cakes &amp; Pasta Through Acquisition of New Equipment,18-4A-04-01-196,2018,SETUP,On-going,Rizal,Binangonan,Food Processing,493000,0,0,250000,0,1,only one
638,"IMPROVEMENT ON PRODUCTION PROCESS OF PVC RIGID PROFILES OF SEALTITE CO., INC IN TAYTAY, RIZAL",18-4A-04-05-195,2018,SETUP,On-going,Rizal,Taytay,Other Regional Industry Priorities,2987000,0,0,1500000,0,1,only one
639,FARM TECHNOLOGY IMPROVEMENT THROUGH BIOGAS FACILITY ESTABLISHMENT AS AN APPROACH TO EFFECTIVE WASTE TREATMENT AND UTILIZATION OF RENEWABLE ENERGY SOURCE FOR GLERERLYN POULTRY AND LIVESTOCK FARM,18-4A-03-04-193,2018,SETUP,On-going,Batangas,Rosario,Agriculture / Marine / Aquaculture / Forestry / Livestock,1008150,0,0,970000,0,1,only one
640,DOST Food Safety Human Resource Development Project,n/a,2018,GIA (Region-initiated Projects) Externally Funded,Completed,Laguna,Los Baños,Food Processing,7111426,0,0,0,0,1,only one
641,"Optimization of the Operational Capabilities of Hydromet Sensors in Line with International Standards for Effective Weather, Flood Warning and Application to Research (OPTIMIZATION)",GIA,2018,Roll-out,Completed,Laguna,Los Baños,ICT,393190,0,0,164999,0,73,more than one
642,Installation of Spray Booth / Dryer Chamber &amp; Fabrication of Splitting Machine for Sugarcane Flower Stalks,02-087-04-03,2002,SETUP,Graduated,Batangas,Lipa City,Agriculture / Marine / Aquaculture / Forestry / Livestock,150000,0,0,0,0,1,only one
643,"UPGRADING OF THE BIBINGKA PROCESSING FACILITY OF SAMAHANG KABALIKAT NG BAYAN NG TUY MULTIPURPOSE COOPERATIVE IN RIZAL ST., TUY, BATANGAS THROUGH EQUIPMENT ACQUISITION",18 - GIA - Batangas - 04 - 0203,2018,GIA (Community Based),On-going,Batangas,Tuy,Food Processing,115396,0,0,210000,0,1,only one
644,Productivity and Capacity Improvement of S2 Comtech Co. through Equipment Upgrading,18-4A-01-05-190,2018,SETUP,On-going,Cavite,Dasmariñas,Metals & Engineering,3000000,0,0,1800000,0,1,only one
645,"Expansion of Production Facility of Essential Fine Foods, Inc",.,2018,TAPI-assisted,On-going,Rizal,Antipolo City,Food Processing,1717600,0,0,1450473,0,1,only one
646,Upgrading of Technology through a Laser Marking Machine,,2014,TAPI-assisted,On-going,Laguna,Calamba,Metals & Engineering,1850000,0,0,5709825,0,1,only one
647,Imus Longganisa (Native Sausage- Toclongganisa) Production Facility Improvement a Community- based Livelihood Opportunities for members of Toclong 1st Multi- Purpose Cooperative (T1MPC),18 - GIA - Cavite - 01 0201,2018,GIA (Community Based),On-going,Cavite,Imus,Food Processing,157268,0,0,1820000,0,1,only one
648,"IMPROVEMENT OF THE PRODUCTION FACILITY, PRODUCT QUALITY AND SAFETY OF JOMALIG FOOD PROCESSORS ASSOCIATION",18-GIA-QUEZON-01-0205,2018,GIA (Community Based),On-going,Quezon,Jomalig,Food Processing,514029,0,0,400000,0,1,only one
651,Establishment of Mushroom Noodle Processing Facility of Baliksaka Farmers Association Inc. (BFAI),18-GIA-RIZAL-01-0208,2018,GIA (Community Based),On-going,Rizal,Baras,Agriculture / Marine / Aquaculture / Forestry / Livestock,1181320,0,0,284000,609000,1,only one
652,Establishment of a Food Innovation Center Common Service Facility,16-FIC-BATANGAS-02,2016,GIA (Region-initiated Projects) Internally Funded,On-going,Batangas,Batangas City,Agriculture / Marine / Aquaculture / Forestry / Livestock,2507000,0,0,2425560,0,1,only one
653,"Upgrading of Lettuce Farming and Vermiculture of Mahabang Parang Angono CLOA Holders Farmers Association, Inc. in Angono, Rizal",18-GIA-RIZAL-04-0210,2018,GIA (Community Based),On-going,Rizal,Angono,Agriculture / Marine / Aquaculture / Forestry / Livestock,299776,0,0,24000,629000,1,only one
654,"Provision of Rice Packaging Equipment for Rizal Rice Seed Growers MPC in Maybancal, Morong, Rizal",18-GIA-RIZAL-01-0209,2018,GIA (Community Based),On-going,Rizal,Morong,Food Processing,70000,0,0,50000,0,1,only one
655,ESTABLISHMENT OF A FISH PROCESSING FACILITY IN THE MUNICIPALITY OF GUINAYANGAN,18-GIA-QUEZON-01-0206,2018,GIA (Community Based),On-going,Quezon,Guinayangan,Food Processing,829720,0,0,500000,0,1,only one
656,Tablea (Chocolate Tablet) Production Facility Improvement as Community-Based Livelihood Opportunities for members of Alfonso Tablea (Chocolate) Producers Cooperative (ATPC),18-GIA-CAVITE-01-0211,2018,GIA (Community Based),On-going,Cavite,Alfonso,Food Processing,914000,0,0,1500000,0,1,only one
657,ENHANCEMENT OF PROCESS AND PRODUCT QUALITY OF DRIED FISH OF GUINAYGAYAN ASSOCIATION OF DRIED FISH PROCESSORS,18-GIA-QUEZON-01-0204,2018,GIA (Community Based),On-going,Quezon,Patnanungan,Food Processing,737000,0,0,57251,0,1,only one
658,Upgrading of the Production Facility of Original Abaksa Bakery,18-40-03-01-202,2018,SETUP,On-going,Batangas,Lemery,Food Processing,519000,0,0,300000,0,1,only one
659,"Value-adding Solution and Upgrading of the Mixing Process in Substrate Preparation of 3G Country Farms in Nasugbu, Batangas",18-4A-03-04-201,2018,SETUP,On-going,Batangas,Nasugbu,Food Processing,1260000,0,0,300000,0,1,only one
660,"ESTABLISHMENT OF FOOD PROCESSING FACILITY, A COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF BUKLURAN MULTI-PURPOSE COOPERATIVE AMADEO-EXTENSION",18-GIA-CAVITE-01-0212,2018,GIA (Community Based),On-going,Cavite,Dasmariñas,Food Processing,914000,0,0,5000000,0,1,only one
661,Upgrading the Machining Capability through Adoption of CNC Lathe Machine,18-4A-01-05-198,2018,SETUP,On-going,Cavite,Dasmariñas,Metals & Engineering,3000000,0,0,1250000,0,1,only one
663,ORGANIC FERTILIZER PRODUCTION FACILITY UPGRADING OF YAKAP AT HALIK MULTI-PURPOSE COOPERATIVE (YHMPC),18-GIA-CAVITE-04-0215,2018,GIA (Community Based),On-going,Cavite,General Emilio Aguinaldo,Agriculture / Marine / Aquaculture / Forestry / Livestock,1039670,0,0,200000,0,1,only one
664,Product Development through Equipment Acquisition of Puntera Livelihood Association in Jala-jala Rizal,18-GIA-RIZAL-01-0207,2018,GIA (Community Based),Withdrawn,Rizal,Jala-jala,Food Processing,643500,0,0,600000,0,1,only one
665,ESTABLISHMENT OF COCONUT HUSKS AND SHELLS CHARCOAL BRIQUETTE PRODUCTION FACILITY AS COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF TANZA MARKET VENDORS MULTI-PURPOSE COOPERATIVE (TAMACO),18-GIA-CAVITE-04-0213,2018,GIA (Community Based),Withdrawn,Cavite,Tanza,Agriculture / Marine / Aquaculture / Forestry / Livestock,209000,0,0,1185000,0,1,only one
666,ESTABLISHMENT OF LIQUID &amp; SOLID ORGANIC FERTILIZER PRODUCTION FACILITY FOR BARANGAY BUROL ORGANIC CROPS &amp; ORGANIC INPUT PRODUCERS ORGANIZATION,18 - GIA - Laguna - 04 - 0202,2018,GIA (Community Based),On-going,Laguna,Calamba,Agriculture / Marine / Aquaculture / Forestry / Livestock,241215,0,0,365000,0,1,only one
667,"Product and Process Innovation for Mabini Tablea Food Producers (MABLEA) in Mabini, Batangas",18-GIA-BATANGAS-01-0217,2018,GIA (Community Based),Completed,Batangas,Mabini,Food Processing,200700,0,0,250000,0,1,only one
668,Upgrading the Soy Processing Facility of Batangas City Advent Multi Purpose Cooperative (BAMCO) in Batangas City through Equipment Acquisition,18-GIA-BATANGAS-01-0218,2018,GIA (Community Based),On-going,Batangas,Batangas City,Food Processing,135000,0,0,300000,0,1,only one
669,ACQUISITION OF EQUIPMENT FOR MUSHROOM PRODUCT VALUE-ADDITION OF MALVAR ORGANIC FARMERS AGRICULTURE COOPERATIVE (MOFAC),18-GIA-BATANGAS-04-0220,2018,GIA (Community Based),On-going,Batangas,Malvar,Agriculture / Marine / Aquaculture / Forestry / Livestock,120500,0,0,1650000,0,1,only one
670,"IMPROVING WEAVING TECHNOLOGY AND PRODUCT DEVELOPMENT OF WEAVING ASSOCIATION IN IBAAN, BATANGAS",18-GIA-BATANGAS-03-0219,2018,GIA (Community Based),On-going,Batangas,Ibaan,Gifts / Decors / Handicrafts,150000,0,0,80000,0,1,only one
671,Upgrading Sterilization Process of Blue Macay Food Manufacturing Corp. through  the provision of a Retort System,18-4A-02-01-199,2018,SETUP,On-going,Laguna,Calamba,Food Processing,3000000,0,0,1922000,0,1,only one
672,UPGRADING THE SEAMING AND EXPELLING PROCESS IN THE PRODUCTION OF COCO PRODUCTS OF NQDPI,18-4A-02-01-197,2018,SETUP,On-going,Laguna,San Pablo,Food Processing,1550691,0,0,250000,0,1,only one
673,Improvement through Automated Cutting Machine,VFTA 2014-02-01,2014,TAPI-assisted,Graduated,Laguna,City of Biñan,Metals & Engineering,2500000,0,0,0,0,1,only one
674,Technology Improvement and Cleaner Production through Upgrade of Manual Scrubber to Automatic and Rehabilitation of Existing Plating Line,,2018,TAPI-assisted,On-going,Laguna,City of Biñan,Metals & Engineering,1956500,0,0,0,0,1,only one
675,Establishment of Center for Hazard and Environmental Resource Mapping (CHERM): Phase II,19-001-03-00004-001-03-12-7,2018,GIA (Region-initiated Projects) Internally Funded,On-going,Quezon,Lucena City,ICT,3117000,0,0,355000,0,1,only one
676,Productivity Improvement through Material Purchase - Guaranfoods Manufacturing,,2017,TAPI-assisted,Graduated,Laguna,San Pablo,Food Processing,1328976,0,0,0,0,1,only one
677,Upgrading of Micropropagation Capability of Masikhay Micropalnts Nursery,,2018,TAPI-assisted,On-going,Laguna,Los Baños,Agriculture / Marine / Aquaculture / Forestry / Livestock,0,0,0,0,0,1,only one
678,ESTABLISHMENT AND OPERATIONALIZATION OF REGIONAL DESIGN AND CREATIVITY HUB FOR INNOVATION IN MSMEs  AND EDUCATION (RDCHIME),,2018,GIA (Region-initiated Projects) Internally Funded,On-going,Rizal,Antipolo City,Metals & Engineering,16973118,0,0,7811535,0,1,only one
679,Venture Financing for the Fabrication of Processing Equipment for the Regional Food Innovation Center,,2017,TAPI-assisted,Graduated,Laguna,San Pedro,Metals & Engineering,1923000,0,0,0,0,1,only one
680,Philippine Jin Craft Guitar Corporation,,2011,TAPI-assisted,On-going,Cavite,Imus,Gifts / Decors / Handicrafts,500000,0,0,595291,0,1,only one
681,Purchase Order Financing for Jamerika Enterprises Inc.,,2018,TAPI-assisted,Graduated,Rizal,Taytay,Furniture,2035076,0,0,0,0,1,only one
682,Development of a Locally Fabricated Vortex Mixer Designed for Bio-Fuels Production from used Vegetable Oils and Jathropa Curcas,08-843-04-07,2008,SETUP,Terminated,Cavite,Mendez,Agriculture / Marine / Aquaculture / Forestry / Livestock,520000,0,0,0,0,1,only one
685,Technology Commercialization of Makapuno Products (Galactomannan and Powder) as Intermediate Raw Materials (Phase II CY 2018),19-001-03-00004-001-03-8-1,2018,GIA (Region-initiated Projects) Internally Funded,On-going,Laguna,Los Baños,Agriculture / Marine / Aquaculture / Forestry / Livestock,2400000,0,0,0,0,1,only one
700,"Establishment of Embryo-Cultured Makapuno Island in Alabat, Quezon, and Perez in Quezon Province (Phase I CY 2018)",19-001-03-00004-001-03-10-1,2018,GIA (Region-initiated Projects) Internally Funded,On-going,Quezon,Alabat,Agriculture / Marine / Aquaculture / Forestry / Livestock,2174281,0,0,0,0,3,more than one
701,Quality Assurance of Lambanog and Nipanog for Consumer Safety and Sustainable Industry,n/a,2017,GIA (Region-initiated Projects) Externally Funded,Completed,Quezon,Infanta,Food Processing,505998,0,0,0,4960547,6,more than one
